na_acc,na_loss,log,id_na,backbone,rt_loss,id_rt
0.4585895052902488,1.872190201115465,BPI12,vszt4opu,ST-RNN,2.292112870253186,v4agr01t
0.6661245353159851,1.0882290236636984,BPI12,vszt4opu,ST-RNN,1.4555030410413166,v4agr01t
0.7167214755504718,0.9326046252884727,BPI12,vszt4opu,ST-RNN,2.1578955406252236,v4agr01t
0.777487846725765,0.7341564943151607,BPI12,vszt4opu,ST-RNN,1.643513549420709,v4agr01t
0.7659958535887904,0.7569824864532322,BPI12,vszt4opu,ST-RNN,1.5737715806489267,v4agr01t
0.8016514154989991,0.6300874731354554,BPI12,vszt4opu,ST-RNN,1.807848211762426,v4agr01t
0.7795253074063483,0.6605238746771787,BPI12,vszt4opu,ST-RNN,1.9927388497478866,v4agr01t
0.82190091507006,0.5897045511840785,BPI12,vszt4opu,ST-RNN,1.9800710004501627,v4agr01t
0.8078889047755219,0.6312967223510219,BPI12,vszt4opu,ST-RNN,1.9928018746118326,v4agr01t
0.8185230197311981,0.5868510049105986,BPI12,vszt4opu,ST-RNN,1.8853722851311168,v4agr01t
0.786888761795825,0.6295430066417141,BPI12,vszt4opu,ST-RNN,2.2203655728347513,v4agr01t
0.8320524735487561,0.5231896941239813,BPI12,vszt4opu,ST-RNN,1.956545028272001,v4agr01t
0.82660137260509,0.5357563934020735,BPI12,vszt4opu,ST-RNN,2.25806827343359,v4agr01t
0.8257971118101229,0.577778572691213,BPI12,vszt4opu,ST-RNN,2.2921361271435785,v4agr01t
0.8246175293108379,0.5349307323408904,BPI12,vszt4opu,ST-RNN,1.938535965746868,v4agr01t
0.8145732056048041,0.5283847860107771,BPI12,vszt4opu,ST-RNN,2.1841889605850775,v4agr01t
0.7861023734629683,0.7064217231189792,BPI12,vszt4opu,ST-RNN,1.8497787183238534,v4agr01t
0.835805690591936,0.4660536253626155,BPI12,vszt4opu,ST-RNN,1.7654655004931683,v4agr01t
0.8262796682871032,0.5093745645332718,BPI12,vszt4opu,ST-RNN,2.1044551597379226,v4agr01t
0.8328388618816128,0.5107333472636143,BPI12,vszt4opu,ST-RNN,3.2869110674663102,v4agr01t
0.8308371461252502,0.49241099304426117,BPI12,vszt4opu,ST-RNN,1.8503009467797173,v4agr01t
0.8222047469259365,0.5243417174263207,BPI12,vszt4opu,ST-RNN,2.006127226308376,v4agr01t
0.8267800972261938,0.4896491369520694,BPI12,vszt4opu,ST-RNN,2.452950342062169,v4agr01t
0.8319273663139835,0.48269497765313907,BPI12,vszt4opu,ST-RNN,2.2528806778578065,v4agr01t
0.833786102373463,0.46907834976715534,BPI12,vszt4opu,ST-RNN,1.7441223336520588,v4agr01t
0.865902293120638,0.38644365920527374,BPI17,kr7u28tn,ST-RNN,0.7252050300390284,cfgzvnlm
0.8715418370738126,0.33651117390067126,BPI17,kr7u28tn,ST-RNN,0.7547906195714514,cfgzvnlm
0.8807556921073514,0.3186509607815584,BPI17,kr7u28tn,ST-RNN,0.7525762042767319,cfgzvnlm
0.8801283225154468,0.31789490129423725,BPI17,kr7u28tn,ST-RNN,0.7275529269573295,cfgzvnlm
0.8793008728915295,0.32084495661429957,BPI17,kr7u28tn,ST-RNN,0.6861649933410864,cfgzvnlm
0.8814881884957373,0.3082304157966484,BPI17,kr7u28tn,ST-RNN,0.6893296000206226,cfgzvnlm
0.882332594054571,0.3062846549959695,BPI17,kr7u28tn,ST-RNN,0.6909712259506556,cfgzvnlm
0.8823495499894873,0.304680667329498,BPI17,kr7u28tn,ST-RNN,0.7383579822289085,cfgzvnlm
0.8840722729769874,0.30187158636792905,BPI17,kr7u28tn,ST-RNN,0.7138848289580663,cfgzvnlm
0.8854999626969432,0.3052423474727881,BPI17,kr7u28tn,ST-RNN,0.7947266880136589,cfgzvnlm
0.884435129984197,0.3019005184667882,BPI17,kr7u28tn,ST-RNN,0.6945838634050018,cfgzvnlm
0.8843978269273811,0.3031142263372179,BPI17,kr7u28tn,ST-RNN,0.8156739639049476,cfgzvnlm
0.8844147828622975,0.30105191231931727,BPI17,kr7u28tn,ST-RNN,0.720717552447356,cfgzvnlm
0.8773407668152007,0.3075687066073781,BPI17,kr7u28tn,ST-RNN,0.7309587831424943,cfgzvnlm
0.8851269321287837,0.30463061896501187,BPI17,kr7u28tn,ST-RNN,0.7275593152382775,cfgzvnlm
0.8845911245854274,0.30304922158382686,BPI17,kr7u28tn,ST-RNN,0.8334679442486741,cfgzvnlm
0.8805963063191379,0.30954530270298003,BPI17,kr7u28tn,ST-RNN,0.7732411340463092,cfgzvnlm
0.8838925400668742,0.30613750399524214,BPI17,kr7u28tn,ST-RNN,0.7799963222179762,cfgzvnlm
0.8798705923047185,0.31165311293843545,BPI17,kr7u28tn,ST-RNN,0.8389901991649414,cfgzvnlm
0.8832583881010031,0.304722512701618,BPI17,kr7u28tn,ST-RNN,0.7991313116878107,cfgzvnlm
0.8803148377995266,0.31092088438427545,BPI17,kr7u28tn,ST-RNN,0.8057209559538858,cfgzvnlm
0.8821189492746251,0.3064495873743433,BPI17,kr7u28tn,ST-RNN,0.9109778329366705,cfgzvnlm
0.8808031687251172,0.3112082967952806,BPI17,kr7u28tn,ST-RNN,0.7936583515159241,cfgzvnlm
0.8805793503842215,0.3119286481227157,BPI17,kr7u28tn,ST-RNN,1.0389767798009033,cfgzvnlm
0.8815051444306536,0.3056706179186121,BPI17,kr7u28tn,ST-RNN,0.9352602551216461,cfgzvnlm
0.36992694805194803,2.3596604025209107,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,2.790501260138177,1wmu81w5
0.5870535714285714,1.660779538092675,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,4.606498371471059,1wmu81w5
0.6530032467532467,1.2772871209429455,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.3865671529398336,1wmu81w5
0.6594967532467533,1.148667066128223,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.6841695184831496,1wmu81w5
0.65625,1.0749897956848145,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,0.9941693931430965,1wmu81w5
0.687702922077922,0.951187378400332,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.2514630695442102,1wmu81w5
0.7112418831168831,0.849187132600066,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.4283157107117888,1wmu81w5
0.711038961038961,0.8799921165813099,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.2513525764663498,1wmu81w5
0.7384334415584416,0.7535983757539229,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1676024740392512,1wmu81w5
0.7721185064935064,0.7153614682036561,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.0186037893419142,1wmu81w5
0.783685064935065,0.6918869390116109,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1482159781765628,1wmu81w5
0.7769886363636364,0.6837146622794015,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.230008942740304,1wmu81w5
0.7798295454545454,0.6815806008004522,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.4543250752733898,1wmu81w5
0.7895698051948052,0.6552433967590332,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.2311230727604456,1wmu81w5
0.786525974025974,0.6867534974952797,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.169056291704054,1wmu81w5
0.7905844155844156,0.6179629471394923,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.0531475900055527,1wmu81w5
0.7885551948051948,0.6361854773063165,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.2028998353264548,1wmu81w5
0.8007305194805194,0.621007185477715,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.5366154893652184,1wmu81w5
0.7798295454545454,0.6449912291068536,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1687402632329371,1wmu81w5
0.7948457792207793,0.589958238911319,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.3624890407958588,1wmu81w5
0.7932224025974026,0.6260489147978944,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1115897352045232,1wmu81w5
0.7946428571428571,0.6316876581736973,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1470382027811818,1wmu81w5
0.7871347402597403,0.6253917604297786,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.2974194365662415,1wmu81w5
0.799310064935065,0.5958386737030822,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.5274040884785838,1wmu81w5
0.8051948051948052,0.5876165876140842,BPI20PrepaidTravelCosts,ahiwmceg,ST-RNN,1.1010586689044903,1wmu81w5
0.18091592230256628,2.6467853104258605,BPI20RequestForPayment,h25id1me,ST-RNN,0.8931625433277783,2cf8kfzt
0.40238196512122504,2.1682855910854646,BPI20RequestForPayment,h25id1me,ST-RNN,0.7663963628325685,2cf8kfzt
0.5124060683397136,1.8195013805904845,BPI20RequestForPayment,h25id1me,ST-RNN,0.7177992777065167,2cf8kfzt
0.5930809584573941,1.5585298547673088,BPI20RequestForPayment,h25id1me,ST-RNN,0.7038947824348072,2cf8kfzt
0.6781511413582872,1.3644418569045862,BPI20RequestForPayment,h25id1me,ST-RNN,0.7331186329982102,2cf8kfzt
0.741811994895789,1.2052374714978888,BPI20RequestForPayment,h25id1me,ST-RNN,0.6984612169999966,2cf8kfzt
0.770026938891252,1.074237576312551,BPI20RequestForPayment,h25id1me,ST-RNN,0.6759135588236638,2cf8kfzt
0.7832128172408904,0.9608171874878847,BPI20RequestForPayment,h25id1me,ST-RNN,0.6900953630614785,2cf8kfzt
0.7775414717141642,0.8674036899762984,BPI20RequestForPayment,h25id1me,ST-RNN,0.7837899920789296,2cf8kfzt
0.784630653622572,0.7819031272292154,BPI20RequestForPayment,h25id1me,ST-RNN,0.654682053955805,2cf8kfzt
0.7771161207996597,0.716033000937932,BPI20RequestForPayment,h25id1me,ST-RNN,0.7657734559779976,2cf8kfzt
0.7812278463065362,0.6610273671931076,BPI20RequestForPayment,h25id1me,ST-RNN,0.6870383448285041,2cf8kfzt
0.8122784630653622,0.6017235869907004,BPI20RequestForPayment,h25id1me,ST-RNN,0.7037738079080239,2cf8kfzt
0.7870409754714306,0.5847529859284585,BPI20RequestForPayment,h25id1me,ST-RNN,0.6470531299741965,2cf8kfzt
0.792854104636325,0.5585125374587803,BPI20RequestForPayment,h25id1me,ST-RNN,0.6548899557680741,2cf8kfzt
0.7826456826882178,0.5505592760491436,BPI20RequestForPayment,h25id1me,ST-RNN,0.6965064085680898,2cf8kfzt
0.7992343683538919,0.5225490016766885,BPI20RequestForPayment,h25id1me,ST-RNN,0.7372236710211308,2cf8kfzt
0.788317028214944,0.5209442332300348,BPI20RequestForPayment,h25id1me,ST-RNN,0.6558945303045738,2cf8kfzt
0.7707358570820927,0.523647203422448,BPI20RequestForPayment,h25id1me,ST-RNN,0.6501208329292015,2cf8kfzt
0.7849142208989083,0.5073101590512307,BPI20RequestForPayment,h25id1me,ST-RNN,0.6779219095848578,2cf8kfzt
0.782787466326386,0.5059223859238824,BPI20RequestForPayment,h25id1me,ST-RNN,0.6624227334772562,2cf8kfzt
0.7796682262866865,0.5052694479962468,BPI20RequestForPayment,h25id1me,ST-RNN,0.6812353470841654,2cf8kfzt
0.7671912661278888,0.5116445475667145,BPI20RequestForPayment,h25id1me,ST-RNN,0.6478781146427156,2cf8kfzt
0.764639160640862,0.5126180460854285,BPI20RequestForPayment,h25id1me,ST-RNN,0.6488163205861673,2cf8kfzt
0.7894512973202893,0.48648190603144,BPI20RequestForPayment,h25id1me,ST-RNN,0.6445666791428307,2cf8kfzt
0.5266440259339302,1.934233417846642,BPI20TravelPermitData,x9k8148k,ST-RNN,1.3215962206518699,htjat8ec
0.6462797159617166,1.2959096618256623,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9820434381874228,htjat8ec
0.6566841617783267,1.1169825050704971,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8152357392930881,htjat8ec
0.6709169496758258,1.0204555873040544,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1132099374204036,htjat8ec
0.6797468354430379,0.9828799731498076,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9118518439514028,htjat8ec
0.696573016363075,0.9463959126532833,BPI20TravelPermitData,x9k8148k,ST-RNN,1.2203388097515147,htjat8ec
0.722537820314912,0.8866733881970106,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0163719278531664,htjat8ec
0.7229391787588761,0.8672079775870012,BPI20TravelPermitData,x9k8148k,ST-RNN,1.040448131838048,htjat8ec
0.7372954615622106,0.8357686018347557,BPI20TravelPermitData,x9k8148k,ST-RNN,1.066536532452387,htjat8ec
0.7337141092929916,0.8298559567485926,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9105815966359698,htjat8ec
0.7426057425131213,0.8016544032295606,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1189328567302312,htjat8ec
0.7400740969435011,0.8138535238409087,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0553902843036045,htjat8ec
0.7472059277554801,0.8059781999343631,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8192634942907726,htjat8ec
0.7513738808274159,0.7719475548589034,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9232987529004418,htjat8ec
0.7525162087063909,0.7735894976077384,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1278473249001428,htjat8ec
0.7534732942266131,0.7780191056998507,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8523023991056268,htjat8ec
0.7581352269218895,0.7381286072267284,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9473295206492166,htjat8ec
0.7506946588453226,0.7559253818645048,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9904982187307039,htjat8ec
0.7569620253164557,0.7592021109477058,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9649969955401937,htjat8ec
0.7457239888854584,0.7992572693737909,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9706406426378222,htjat8ec
0.754924359370176,0.751015015684848,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0166275858253415,htjat8ec
0.7577338684779252,0.7679985771874065,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1054437367037955,htjat8ec
0.7570546464958321,0.7844726447081558,BPI20TravelPermitData,x9k8148k,ST-RNN,0.882559913571656,htjat8ec
0.7602963877740043,0.7551943942403013,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9861913678085925,htjat8ec
0.7530101883297314,0.7555019455215157,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8966479017323055,htjat8ec
